origin,destination,count,number_of_carriers,carriers/0,air_time,delay,carriers/1,carriers/2,carriers/3,carriers/4,carriers/5,carriers/6,carriers/7,carriers/8
CLL,FWS,93,1,MQ,33.33333333,18.16129032,,,,,,,,
COS,APA,327,3,OO,19.58103976,12.17737003,XE,YV,,,,,,
COS,FWS,154,1,AA,78.48051948,5.785714286,,,,,,,,
COS,IAH,150,1,XE,106.32,11.48,,,,,,,,
COS,LAX,205,1,OO,82.95121951,0.687804878,,,,,,,,
COS,PHX,334,1,YV,59.58682635,4.952095808,,,,,,,,
COS,SLC,62,1,OO,74.93548387,16.67741935,,,,,,,,
COS,SFO,31,1,OO,150.8387097,-0.483870968,,,,,,,,
CUB,DET,57,1,9E,89.71929825,0.122807018,,,,,,,,
CUB,FWS,93,1,MQ,150.4408602,24.75268817,,,,,,,,
CUB,IAH,69,1,XE,147.0144928,13.72463768,,,,,,,,
CUB,JFK,1,1,OH,86,13,,,,,,,,
CUB,DCA,118,1,YV,57.15254237,4.847457627,,,,,,,,
CMH,APA,58,2,OO,171.1896552,-9.896551724,UA,,,,,,,
CMH,DET,124,3,9E,40.97580645,14.74193548,NW,OH,,,,,,
CMH,RDU,31,1,MQ,59.32258065,25.77419355,,,,,,,,
CMH,FLL,26,1,FL,138.3846154,34.88461538,,,,,,,,
CMH,FWS,119,2,AA,146.7647059,12.2605042,MQ,,,,,,,
CMH,FMY,48,1,FL,134.2916667,19.52083333,,,,,,,,
CMH,IAH,73,2,CO,154.6438356,10.05479452,XE,,,,,,,
CMH,LAS,62,1,WN,249.8709677,-4.822580645,,,,,,,,
CMH,LAX,123,1,CO,58.10569106,-0.203252033,,,,,,,,
CMH,MEM,90,1,9E,88.33333333,8.677777778,,,,,,,,
CMH,MIA,39,1,MQ,145.2307692,14.76923077,,,,,,,,
CMH,MWC,13,1,OO,59.53846154,16.38461538,,,,,,,,
CMH,MSP,90,1,NW,100.8,8.077777778,,,,,,,,
CMH,BNA,57,1,WN,61.80701754,2.01754386,,,,,,,,
CMH,JFK,184,2,MQ,70.85326087,6.02173913,OH,,,,,,,
CMH,EWR,135,1,XE,70.58518519,18.00740741,,,,,,,,
CMH,MCO,122,2,FL,115.6557377,11.48360656,WN,,,,,,,
CMH,PHX,290,2,US,95.24827586,3.020689655,WN,,,,,,,
CMH,STL,54,1,WN,72.51851852,5.203703704,,,,,,,,
CMH,TPA,62,1,WN,121.3225806,12.4516129,,,,,,,,
OTH,PDX,31,1,OO,45.67741935,6.225806452,,,,,,,,
OTH,SFO,62,1,OO,90.62903226,15.14516129,,,,,,,,
CDV,YAK,28,1,AS,36.28571429,1.321428571,,,,,,,,
CRP,FWS,266,1,MQ,58.0037594,12.59398496,,,,,,,,
CRP,IAH,369,2,WN,36.93224932,-1.130081301,XE,,,,,,,
CEC,ACV,27,1,OO,17.62962963,-3.851851852,,,,,,,,
CEC,SFO,60,1,OO,69.2,12.15,,,,,,,,
DAL,ELP,197,1,WN,88.00507614,12.91370558,,,,,,,,
DAL,IAH,950,2,WN,42.79789474,8.692631579,XE,,,,,,,
DAL,MCI,222,1,WN,67.27477477,6.914414414,,,,,,,,
DAL,LIT,189,1,WN,43.25396825,5.444444444,,,,,,,,
DAL,LBB,194,1,WN,49.13917526,8.37628866,,,,,,,,
DAL,MEM,90,1,9E,61.72222222,-4.466666667,,,,,,,,
DAL,MAF,162,1,WN,52.31481481,10.18518519,,,,,,,,
DAL,MSY,174,1,WN,60.86206897,5.063218391,,,,,,,,
DAL,OKC,137,1,WN,32.45255474,7.715328467,,,,,,,,
DAL,SAT,384,1,WN,47.21354167,8.341145833,,,,,,,,
DAL,STL,205,1,WN,76.08292683,3.107317073,,,,,,,,
DAL,TUL,170,1,WN,39.18823529,3.323529412,,,,,,,,
DAY,APA,16,1,F9,172.5625,5.9375,,,,,,,,
DAY,DET,86,2,9E,41.45348837,12.89534884,OH,,,,,,,
DAY,FWS,90,2,AA,137.7,18.87777778,MQ,,,,,,,
DAY,IAH,62,1,XE,145.1451613,14.83870968,,,,,,,,
DAY,MSP,57,2,9E,91.05263158,2.807017544,OH,,,,,,,
DAY,EWR,78,1,XE,74.21794872,10.6025641,,,,,,,,
DAY,MCO,31,1,FL,114.8064516,2.419354839,,,,,,,,
DAY,TPA,28,1,FL,117.6785714,9.214285714,,,,,,,,
DAY,DCA,3,1,YV,38.33333333,-5,,,,,,,,
APA,DSM,118,2,OO,71.26271186,14.8220339,UA,,,,,,,
APA,DET,208,4,F9,136.0384615,7.201923077,NW,OO,YV,,,,,
APA,DRO,226,3,OO,44.10619469,9.154867257,XE,YV,,,,,,
APA,RDU,31,1,WN,164.3225806,16.35483871,,,,,,,,
APA,EGE,152,2,UA,30.36842105,3.263157895,YV,,,,,,,
APA,ELP,88,1,OO,79.55681818,18.26136364,,,,,,,,
APA,EUG,60,1,OO,142.5333333,13.73333333,,,,,,,,
APA,FAR,93,1,OO,85.09677419,18.58064516,,,,,,,,
APA,FYV,60,1,OO,77.53333333,10.46666667,,,,,,,,
APA,FLL,93,2,F9,201.8172043,14.84946237,WN,,,,,,,
APA,FWS,604,4,AA,86.5115894,12.23509934,F9,OO,UA,,,,,
APA,FAT,88,1,OO,118.1477273,7.965909091,,,,,,,,
APA,FMY,18,1,F9,191.3333333,17.94444444,,,,,,,,
APA,GCC,62,1,OO,63.37096774,17.88709677,,,,,,,,
APA,GJT,225,3,OO,45.17777778,8.337777778,XE,YV,,,,,,
APA,GTF,61,1,OO,90.55737705,17.1147541,,,,,,,,
APA,GUC,78,2,UA,38.02564103,-0.474358974,YV,,,,,,,
APA,HDN,102,3,OO,30.30392157,14.90196078,UA,YV,,,,,,
APA,HLN,62,1,OO,88.41935484,13.91935484,,,,,,,,
APA,HNL,33,1,UA,424.7878788,16.3030303,,,,,,,,
APA,IAH,519,6,CO,113.177264,13.89402697,F9,OO,UA,WN,YV,,,
APA,HSV,62,1,OO,122.2580645,13.43548387,,,,,,,,
APA,IDA,62,1,OO,75.30645161,15.20967742,,,,,,,,
APA,IND,150,3,F9,117.2333333,12.11333333,OO,WN,,,,,,
APA,IOW,33,2,OO,81.57575758,22.33333333,YV,,,,,,,
APA,JAC,78,2,UA,87.70512821,4.384615385,YV,,,,,,,
APA,OGG,17,1,UA,432.1176471,12.76470588,,,,,,,,
APA,S27,31,1,OO,113.6451613,15.87096774,,,,,,,,
APA,MCI,407,4,F9,71.23832924,13.11793612,OO,UA,WN,,,,,
APA,DKX,31,1,OO,133,9.967741935,,,,,,,,
APA,KOA,6,1,UA,435.8333333,22.5,,,,,,,,
APA,LAS,654,3,F9,92.0030581,8.914373089,UA,WN,,,,,,
APA,LIH,4,1,UA,454.75,33.25,,,,,,,,
APA,LNK,88,1,OO,54.85227273,28.38636364,,,,,,,,
APA,LIT,89,1,OO,92.92134831,15.19101124,,,,,,,,
APA,LAX,736,4,AA,110.298913,5.885869565,F9,UA,WN,,,,,
APA,SDF,15,1,OO,126.4666667,27.26666667,,,,,,,,
APA,MSN,86,2,OO,96.63953488,18.23255814,YV,,,,,,,
APA,MFR,31,1,OO,135.8387097,15.64516129,,,,,,,,
APA,MEM,62,1,OO,109.3387097,19.01612903,,,,,,,,
APA,MIA,64,2,AA,197.75,9.15625,UA,,,,,,,
APA,MAF,30,1,OO,74.03333333,32.8,,,,,,,,
APA,MWC,185,3,F9,111.2432432,14.37297297,FL,OO,,,,,,
APA,MSP,492,4,F9,91.32317073,14.16463415,NW,UA,WN,,,,,
APA,MSO,119,1,OO,98.33613445,14.96638655,,,,,,,,
APA,MLI,67,1,OO,93.89552239,23.2238806,,,,,,,,
APA,MRY,30,1,OO,137.9333333,5.2,,,,,,,,
APA,MTJ,132,4,OO,43.03787879,5.257575758,UA,XE,YV,,,,,
APA,BNA,231,4,F9,122.038961,11.23809524,OO,WN,YV,,,,,
APA,MSY,91,2,UA,127.9010989,14.65934066,WN,,,,,,,
APA,JFK,295,4,B6,178.4644068,3.776271186,DL,F9,UA,,,,,
APA,EWR,173,2,CO,178.5202312,10.23699422,UA,,,,,,,
APA,OAK,151,2,UA,135.4304636,3.072847682,WN,,,,,,,
APA,OKC,207,4,OO,64.47826087,6.449275362,UA,WN,YV,,,,,
APA,OMA,234,3,OO,60.58119658,12.41880342,UA,WN,,,,,,
APA,ONT,119,2,OO,111.2268908,1.260504202,UA,,,,,,,
APA,MCO,286,3,F9,180.2132867,6.667832168,UA,WN,,,,,,
APA,PSP,112,2,OO,109.5357143,17.44642857,UA,,,,,,,
APA,PSC,87,1,OO,117.3678161,11.34482759,,,,,,,,
APA,PIA,31,1,OO,95.87096774,28.87096774,,,,,,,,
APA,PHL,247,4,F9,172.3279352,9.720647773,UA,US,WN,,,,,
APA,PHX,949,5,F9,80.24341412,9.66174921,UA,US,WN,YV,,,,
APA,PIT,31,1,UA,146.2903226,-2.096774194,,,,,,,,
APA,PDX,359,5,AS,144.6044568,10.01392758,F9,OO,UA,WN,,,,
APA,RAP,202,3,OO,45.36138614,9.207920792,XE,YV,,,,,,
APA,RNO,87,1,UA,109.2183908,3.103448276,,,,,,,,
APA,RKS,62,1,OO,59.90322581,12.64516129,,,,,,,,
APA,SAC,324,4,F9,131.3641975,12.01851852,OO,UA,WN,,,,,
APA,SLC,625,5,DL,67.4864,16.192,F9,OO,UA,WN,,,,
APA,SAT,245,5,F9,102.5265306,15.42040816,OO,UA,WN,YV,,,,
APA,SAN,377,4,F9,119.3050398,7.411140584,OO,UA,WN,,,,,
APA,SFO,505,3,F9,137.6237624,14.9009901,UA,WN,,,,,,
APA,SJC,255,4,F9,135.3803922,12.89411765,OO,UA,WN,,,,,
APA,SNA,351,3,F9,121.2250712,4.062678063,UA,WN,,,,,,
APA,SBA,58,1,OO,129.7068966,11.70689655,,,,,,,,
APA,SEA,411,5,AS,149.9781022,3.386861314,F9,OO,UA,WN,,,,
APA,FSD,120,3,OO,62.95,11.91666667,UA,YV,,,,,,
APA,GEG,62,2,OO,116.1935484,5,UA,,,,,,,
APA,SGF,72,1,OO,80.75,17.65277778,,,,,,,,
APA,STL,179,2,F9,95.35195531,16.67597765,WN,,,,,,,
APA,TPA,126,3,F9,176.7460317,14.64285714,UA,WN,,,,,,
APA,TUS,258,4,F9,94.6744186,15.16666667,OO,UA,WN,,,,,
APA,TUL,175,3,OO,67.89142857,5.085714286,UA,WN,,,,,,
APA,DCA,355,2,F9,155.6028169,4.295774648,UA,,,,,,,
APA,ICT,141,2,OO,56.19148936,18.56737589,UA,,,,,,,
DSM,DET,31,2,9E,77.38709677,8.64516129,OH,,,,,,,
DSM,FWS,204,1,MQ,92.7745098,18.45098039,,,,,,,,
DSM,IAH,58,1,XE,122.3448276,22.34482759,,,,,,,,
DSM,MEM,76,1,9E,71.67105263,10.36842105,,,,,,,,
DSM,MWC,16,1,OO,49.75,49.125,,,,,,,,
DSM,MSP,90,2,9E,40.8,8.755555556,OH,,,,,,,
DSM,JFK,14,1,OH,109.9285714,15.78571429,,,,,,,,
DSM,PHX,274,1,YV,69.25182482,6.145985401,,,,,,,,
DSM,DCA,26,1,OH,95.92307692,27.19230769,,,,,,,,
DET,DLH,57,1,9E,86.70175439,4,,,,,,,,
DET,RDU,141,2,9E,75.80141844,4.659574468,NW,,,,,,,
DET,EGE,2,1,DL,171.5,37.5,,,,,,,,
DET,ELM,111,1,9E,47.27027027,11.47747748,,,,,,,,
DET,ERI,72,1,9E,28.84722222,7.597222222,,,,,,,,
DET,EVV,83,1,9E,61.6746988,4.409638554,,,,,,,,
DET,FYV,31,1,9E,109.4516129,4.161290323,,,,,,,,
DET,FNT,174,1,9E,18.33333333,5.603448276,,,,,,,,
DET,FLL,176,1,NW,157.0909091,15.13068182,,,,,,,,
DET,FWA,92,1,9E,29.88043478,17.36956522,,,,,,,,
DET,FWS,230,2,AA,152.8913043,2.573913043,NW,,,,,,,
DET,FMY,128,1,NW,152.6015625,11.28125,,,,,,,,
DET,GRR,205,2,9E,27.24390244,11.40487805,NW,,,,,,,
DET,GSO,91,2,9E,73.01098901,15.73626374,OH,,,,,,,
DET,GSP,88,1,9E,75.875,9.443181818,,,,,,,,
DET,MDT,101,1,9E,53.42574257,1.297029703,,,,,,,,
DET,HFD,113,3,9E,72.63716814,2.707964602,NW,OH,,,,,,
DET,IAH,233,3,CO,146.2317597,3.82832618,NW,XE,,,,,,
DET,HSV,57,2,9E,89.49122807,10.54385965,OH,,,,,,,
DET,IND,165,2,9E,44.37575758,2.048484848,NW,,,,,,,
DET,IOW,112,1,9E,66.22321429,9.919642857,,,,,,,,
DET,ITH,57,1,9E,53.10526316,9.192982456,,,,,,,,
DET,VQQ,48,1,NW,114.5416667,3.0625,,,,,,,,
DET,AZO,113,1,9E,24.10619469,4.575221239,,,,,,,,
DET,MCI,118,2,9E,100.059322,1.457627119,NW,,,,,,,
DET,DKX,88,1,9E,70.22727273,9.272727273,,,,,,,,
DET,LSE,27,1,9E,68.59259259,7.074074074,,,,,,,,
DET,LAN,171,1,9E,20.19298246,4.257309942,,,,,,,,
DET,LAS,172,2,NW,242.1104651,-2.651162791,US,,,,,,,
DET,LEX,60,1,9E,52.38333333,3.333333333,,,,,,,,
DET,LIT,26,1,9E,112.1153846,5.769230769,,,,,,,,
DET,LAX,266,1,NW,173.4398496,7.695488722,,,,,,,,
DET,SDF,83,1,OH,57.92771084,18.04819277,,,,,,,,
DET,MSN,129,2,9E,54.36434109,-0.96124031,NW,,,,,,,
DET,MHT,74,2,9E,75.04054054,0.283783784,NW,,,,,,,
DET,MFI,31,1,9E,65.90322581,14.61290323,,,,,,,,
DET,MEM,123,1,NW,98.73170732,1.853658537,,,,,,,,
DET,MIA,134,2,AA,157.8358209,5.574626866,NW,,,,,,,
DET,MWC,105,1,NW,46.5047619,4.628571429,,,,,,,,
DET,MSP,267,1,NW,90.35205993,3.123595506,,,,,,,,
DET,MLI,57,1,9E,63.35087719,14.10526316,,,,,,,,
DET,BNA,183,3,9E,75.81420765,5.68852459,NW,WN,,,,,,
DET,JFK,496,3,MQ,71.02217742,6.368951613,NW,OH,,,,,,
DET,EWR,243,2,NW,67.63786008,25.44855967,XE,,,,,,,
DET,ORF,141,3,9E,76.0141844,8.765957447,NW,OH,,,,,,
DET,OMA,105,3,9E,101.1333333,32.0952381,NW,OH,,,,,,
DET,MCO,265,2,FL,133.1735849,11.58490566,NW,,,,,,,
DET,PIA,28,1,9E,58.17857143,9.392857143,,,,,,,,
DET,PHL,250,4,9E,66.052,6.344,NW,OH,US,,,,,
DET,PHX,460,3,NW,147.873913,0.217391304,US,WN,,,,,,
DET,PIT,92,3,9E,37.63043478,4.695652174,NW,OH,,,,,,
DET,PWM,93,1,9E,83.60215054,2.64516129,,,,,,,,
DET,POU,88,1,9E,66.90909091,6.113636364,,,,,,,,
DET,PVD,118,3,9E,79.55932203,-0.389830508,NW,OH,,,,,,
DET,RIC,69,2,9E,63.88405797,10.88405797,NW,,,,,,,
DET,ROA,62,1,9E,59.61290323,6.919354839,,,,,,,,
DET,RSI,31,1,9E,74.19354839,2.967741935,,,,,,,,
DET,ROC,115,2,9E,46.26956522,18.4,OH,,,,,,,
DET,MBS,200,2,9E,24.585,9.06,NW,,,,,,,
DET,SLC,91,2,DL,207.2417582,5.604395604,NW,,,,,,,
DET,SAN,55,1,NW,265.6909091,0.054545455,,,,,,,,
DET,SFO,88,1,NW,287.3295455,2.011363636,,,,,,,,
DET,SIG,18,1,NW,247.3333333,14.77777778,,,,,,,,
DET,SNA,24,1,NW,277.25,5.666666667,,,,,,,,
DET,SAV,31,1,9E,100,14.96774194,,,,,,,,
DET,SEA,93,1,NW,264.0645161,1.107526882,,,,,,,,
DET,SBN,62,1,9E,30.75806452,3.016129032,,,,,,,,
DET,STL,142,3,9E,79.01408451,0.105633803,NW,WN,,,,,,
DET,UNV,88,1,9E,44.46590909,0.806818182,,,,,,,,
DET,SYR,130,1,9E,53.71538462,7.415384615,,,,,,,,
DET,TPA,187,1,NW,137.8609626,13.09090909,,,,,,,,
DET,TVC,145,1,9E,38.5862069,8.379310345,,,,,,,,
DET,TUL,57,1,9E,123.8947368,8.140350877,,,,,,,,
DET,JAN,26,1,9E,116.6538462,10.73076923,,,,,,,,
DET,DCA,317,4,9E,59.40063091,1.605678233,NW,XE,YV,,,,,
DET,PBI,58,1,NW,148.1896552,6.862068966,,,,,,,,
DET,WBW,88,1,9E,54.72727273,9.193181818,,,,,,,,
DLH,MSP,99,2,9E,29.97979798,6.252525253,NW,,,,,,,
DRO,PHX,291,1,YV,52.7766323,8.137457045,,,,,,,,
RDU,FLL,62,2,B6,105.1129032,4.112903226,WN,,,,,,,
RDU,FWS,149,1,AA,162.4899329,7.624161074,,,,,,,,
RDU,HFD,86,1,MQ,74.01162791,2.965116279,,,,,,,,
RDU,IAH,164,2,CO,165.804878,10.48780488,XE,,,,,,,
RDU,IND,48,1,9E,86.45833333,9.666666667,,,,,,,,
RDU,LAS,31,1,WN,284.3225806,-8.548387097,,,,,,,,
RDU,MEM,88,1,9E,103.2045455,13.20454545,,,,,,,,
RDU,MIA,93,1,AA,104.9032258,12.47311828,,,,,,,,
RDU,MSP,58,1,NW,146.7413793,-0.413793103,,,,,,,,
RDU,BNA,119,1,WN,78.00840336,13.68067227,,,,,,,,
RDU,JFK,740,3,B6,64.02972973,10.44459459,MQ,OH,,,,,,
RDU,EWR,45,2,CO,64.28888889,27.26666667,XE,,,,,,,
RDU,MCO,92,1,WN,85.08695652,9.913043478,,,,,,,,
RDU,PHL,213,2,US,56.18309859,11.55868545,WN,,,,,,,
RDU,PHX,265,2,US,89.65283019,3.483018868,WN,,,,,,,
RDU,STL,31,1,MQ,121.0645161,40.80645161,,,,,,,,
RDU,TPA,85,1,WN,96.75294118,15.8,,,,,,,,
RDU,DCA,344,3,MQ,36.36046512,3.665697674,UA,YV,,,,,,
EGE,FWS,51,1,AA,96.01960784,18.37254902,,,,,,,,
EGE,IAH,21,1,CO,125.7619048,11.61904762,,,,,,,,
EGE,LAX,134,1,AA,56.79104478,0.78358209,,,,,,,,
EGE,MIA,8,1,AA,207.375,18.125,,,,,,,,
EGE,MSP,11,1,DL,108.3636364,43.72727273,,,,,,,,
EGE,JFK,16,1,AA,173.0625,10.3125,,,,,,,,
EGE,EWR,15,1,CO,210.9333333,16.8,,,,,,,,
IPL,LAX,150,1,OO,50.52,0.2,,,,,,,,
IPL,YUM,31,1,OO,15.96774194,-13.77419355,,,,,,,,
ELP,FWS,241,1,AA,70.58506224,7.514522822,,,,,,,,
ELP,IAH,272,3,CO,85.82352941,3.882352941,WN,XE,,,,,,
ELP,LAS,92,1,WN,91.16304348,11.75,,,,,,,,
ELP,LAX,236,2,OO,79.67372881,5.419491525,WN,,,,,,,
ELP,PHX,535,3,US,53.67850467,7.478504673,WN,YV,,,,,,
ELP,SLC,59,1,OO,113.0677966,25.91525424,,,,,,,,
ELP,SAT,88,1,WN,62.5,5.363636364,,,,,,,,
ELP,SAN,31,1,WN,98.41935484,-1.129032258,,,,,,,,
EKO,SLC,121,1,OO,44.45454545,12.87603306,,,,,,,,
EUG,MFR,1,1,OO,0,0,,,,,,,,
EUG,PDX,117,1,OO,28.15384615,3.47008547,,,,,,,,
EUG,SLC,57,1,OO,89.71929825,9.561403509,,,,,,,,
EUG,SFO,180,1,OO,68.58888889,11.55,,,,,,,,
ACV,SAC,55,1,OO,42.85454545,4.054545455,,,,,,,,
ACV,SFO,184,1,OO,60.83152174,13.55434783,,,,,,,,
EVV,FWS,31,1,MQ,103.9677419,18.12903226,,,,,,,,
FAI,SEA,68,1,AS,187.6029412,7.117647059,,,,,,,,
FAR,MSP,122,2,9E,40.55737705,16.89344262,NW,,,,,,,
FAR,SLC,31,1,OO,125.0322581,33.12903226,,,,,,,,
FYV,FWS,236,2,AA,50.86016949,10.55932203,MQ,,,,,,,
FYV,IAH,94,1,XE,78.34042553,11.20212766,,,,,,,,
FYV,MEM,89,1,9E,42.60674157,12.68539326,,,,,,,,
FYV,MSP,44,1,9E,80.47727273,-6.5,,,,,,,,
FYV,JFK,60,1,MQ,139.1333333,2.1,,,,,,,,
FYV,EWR,37,1,XE,141.2702703,18.54054054,,,,,,,,
FLG,PHX,359,1,YV,40.94707521,1.484679666,,,,,,,,
FNT,FLL,17,1,FL,165.9411765,49.23529412,,,,,,,,
FNT,FMY,31,1,FL,162.0322581,5.709677419,,,,,,,,
FNT,MSP,31,1,9E,82.22580645,15.77419355,,,,,,,,
FNT,MCO,31,1,FL,143.7741935,4.35483871,,,,,,,,
FNT,TPA,31,1,FL,149.7419355,11.51612903,,,,,,,,
FLL,FWS,185,1,AA,164.4,7.248648649,,,,,,,,
FLL,MDT,14,1,FL,123.8571429,11.21428571,,,,,,,,
FLL,HFD,46,1,DL,143.173913,-2.173913043,,,,,,,,
FLL,IAH,215,2,CO,146.9581395,16.39069767,WN,,,,,,,
FLL,IND,31,1,FL,136.2903226,10.06451613,,,,,,,,
FLL,ISP,92,1,WN,133.8369565,4.119565217,,,,,,,,
FLL,VQQ,139,1,WN,52.05755396,9.820143885,,,,,,,,
FLL,MCI,31,1,WN,178.6451613,0.580645161,,,,,,,,
FLL,LAS,62,2,US,307.1129032,1.661290323,WN,,,,,,,
FLL,LGB,31,1,B6,325.0967742,31.19354839,,,,,,,,
FLL,LAX,143,1,DL,97.72027972,-0.797202797,,,,,,,,
FLL,MEM,45,1,NW,125.3333333,-0.488888889,,,,,,,,
FLL,MWC,31,1,FL,168.9032258,19.06451613,,,,,,,,
FLL,MSP,46,1,NW,199.5869565,9.217391304,,,,,,,,
FLL,BNA,61,1,WN,115.5737705,-4.655737705,,,,,,,,
FLL,MSY,57,1,WN,106.4736842,9.263157895,,,,,,,,
FLL,JFK,693,2,B6,132.4444444,6.614718615,DL,,,,,,,
FLL,EWR,351,2,B6,138.1766382,18.05698006,CO,,,,,,,
FLL,MCO,146,1,WN,34.17123288,9.739726027,,,,,,,,
FLL,PHL,267,2,US,127.1310861,9.003745318,WN,,,,,,,
FLL,PHX,282,1,US,103.4893617,4.035460993,,,,,,,,
FLL,PIT,60,1,FL,128.9833333,3.433333333,,,,,,,,
FLL,POU,31,1,B6,140.483871,29.70967742,,,,,,,,
FLL,PVD,36,1,WN,140.6666667,7.027777778,,,,,,,,
FLL,RIC,31,1,B6,100.3870968,5,,,,,,,,
FLL,SLC,14,1,DL,290.5714286,-2.642857143,,,,,,,,
FLL,SFO,31,1,B6,356.6451613,44.29032258,,,,,,,,
FLL,SIG,85,1,B6,122.9058824,16.89411765,,,,,,,,
FLL,STL,31,1,WN,146.6129032,15.67741935,,,,,,,,
FLL,TLH,55,1,EV,62.32727273,-0.6,,,,,,,,
FLL,TPA,229,1,WN,37.80786026,9.694323144,,,,,,,,
FLL,DCA,205,2,B6,109.6536585,10.15121951,US,,,,,,,
FLL,HPN,106,1,B6,139.0283019,6.764150943,,,,,,,,
FSM,FWS,93,1,MQ,41.61290323,13.88172043,,,,,,,,
FSM,MEM,47,1,9E,42.85106383,1.787234043,,,,,,,,
FWA,FWS,62,1,MQ,134.1774194,1.306451613,,,,,,,,
FWS,FAT,62,1,AA,194.016129,12.83870968,,,,,,,,
FWS,FMY,93,1,AA,124.7204301,10.98924731,,,,,,,,
FWS,GJT,62,1,MQ,110.9032258,13.93548387,,,,,,,,
FWS,GRR,62,1,MQ,111.8548387,8.129032258,,,,,,,,
FWS,GSO,93,1,MQ,111.3548387,11.37634409,,,,,,,,
FWS,GSP,124,1,MQ,95.89516129,9.290322581,,,,,,,,
FWS,GPT,123,1,MQ,64.93495935,13.7804878,,,,,,,,
FWS,GUC,15,1,AA,99.6,20.73333333,,,,,,,,
FWS,HFD,89,1,AA,162.7191011,12.86516854,,,,,,,,
FWS,HDN,17,1,AA,117.7058824,-0.470588235,,,,,,,,
FWS,HNL,62,1,AA,494.2741935,25.29032258,,,,,,,,
FWS,IAH,725,5,AA,43.51586207,11.47862069,CO,MQ,OO,XE,,,,
FWS,HSV,86,1,AA,70.23255814,3.279069767,,,,,,,,
FWS,IND,152,1,AA,94.38157895,8.697368421,,,,,,,,
FWS,IOW,176,1,MQ,84.93181818,11.52840909,,,,,,,,
FWS,JAC,15,1,AA,147.7333333,30.46666667,,,,,,,,
FWS,VQQ,119,1,AA,107.6890756,9.042016807,,,,,,,,
FWS,OGG,31,1,AA,487.1935484,35.51612903,,,,,,,,
FWS,MCI,241,1,AA,65.52282158,10.56846473,,,,,,,,
FWS,ILE,234,1,MQ,28.64102564,14.95299145,,,,,,,,
FWS,DKX,155,1,MQ,89.40645161,11.81290323,,,,,,,,
FWS,LFT,120,1,MQ,50.11666667,16.575,,,,,,,,
FWS,LCH,62,1,MQ,49.56451613,24.77419355,,,,,,,,
FWS,LRD,120,1,MQ,57.04166667,18.75,,,,,,,,
FWS,LAS,396,2,AA,151.4292929,12.06565657,US,,,,,,,
FWS,LEX,93,1,MQ,95.10752688,12.88172043,,,,,,,,
FWS,LIT,335,1,MQ,43.00298507,15.92835821,,,,,,,,
FWS,GGG,62,1,MQ,25.29032258,21.83870968,,,,,,,,
FWS,LAX,664,2,AA,152.3373494,15.18222892,OO,,,,,,,
FWS,SDF,120,2,AA,89.03333333,12.1,MQ,,,,,,,
FWS,LBB,211,1,MQ,44.46919431,14.48341232,,,,,,,,
FWS,MSN,62,1,MQ,100.7096774,7.064516129,,,,,,,,
FWS,MHK,62,1,MQ,56.48387097,10.48387097,,,,,,,,
FWS,MEM,189,2,9E,56.37037037,12.93650794,AA,,,,,,,
FWS,MIA,310,1,AA,131.1032258,16.00645161,,,,,,,,
FWS,MAF,76,1,MQ,46.98684211,19.22368421,,,,,,,,
FWS,MWC,89,1,MQ,109.258427,15.80898876,,,,,,,,
FWS,MSP,225,2,AA,110.4133333,3.608888889,NW,,,,,,,
FWS,MFE,117,1,AA,69.28205128,13.22222222,,,,,,,,
FWS,BFM,119,1,MQ,66.39495798,16.54621849,,,,,,,,
FWS,MLI,58,1,MQ,87.01724138,10.27586207,,,,,,,,
FWS,MLU,91,1,MQ,41.6043956,13.18681319,,,,,,,,
FWS,MGM,62,1,MQ,73,5.338709677,,,,,,,,
FWS,MTJ,15,2,AA,107.6,25.2,MQ,,,,,,,
FWS,BNA,240,1,AA,76.04583333,5.395833333,,,,,,,,
FWS,MSY,182,1,AA,62.11538462,15.85164835,,,,,,,,
FWS,JFK,496,2,AA,159.328629,4.326612903,OH,,,,,,,
FWS,EWR,303,2,AA,161.7491749,6.897689769,CO,,,,,,,
FWS,ORF,89,2,AA,133.8988764,19.08988764,MQ,,,,,,,
FWS,OKC,214,1,AA,31.63084112,8.752336449,,,,,,,,
FWS,OMA,148,1,AA,79.09459459,5.662162162,,,,,,,,
FWS,ONT,124,1,AA,166.6693548,14.62903226,,,,,,,,
FWS,MCO,339,2,AA,120.9941003,13.13569322,FL,,,,,,,
FWS,PSP,92,1,AA,163,10.30434783,,,,,,,,
FWS,PNS,170,1,MQ,72.25294118,11.21764706,,,,,,,,
FWS,PIA,62,1,MQ,85.09677419,21.90322581,,,,,,,,
FWS,PHL,322,2,AA,146.6645963,7.574534161,US,,,,,,,
FWS,PHX,668,2,AA,105.6766467,8.267964072,US,,,,,,,
FWS,PIT,124,2,AA,121.9596774,12.07258065,MQ,,,,,,,
FWS,PDX,124,1,AA,218.6209677,14.52419355,,,,,,,,
FWS,RNO,62,1,AA,186.6935484,27.5,,,,,,,,
FWS,RIC,87,1,AA,128.3218391,8,,,,,,,,
FWS,ROW,89,1,MQ,68.87640449,15.01123596,,,,,,,,
FWS,SAC,124,1,AA,205.0483871,13.56451613,,,,,,,,
FWS,SLC,231,2,AA,145.5454545,11.64935065,OO,,,,,,,
